,locution_conclusion,locution_premise,conclusion,premise,connection,nodeset_id,id_conclusion,id_premise,id_connection,argument_linked,speaker_conclusion,speaker_premise,speaker
315,"CL :  And this may be because there is a deep moral instinct which says that the whole business of lending and borrowing is a highly moral area, or, if you like, a dangerous moral area","CL : And since the Council of Nicaea, in 325, made usury illegal A, and it stayed that way for about 1,200 years in Europe A, I think there have been moral questions surrounding borrowing and lending","there is a deep moral instinct which says that the whole business of lending and borrowing is a highly moral area, or, if you like, a dangerous moral area","since the Council of Nicaea, in 325, made usury illegal, and it stayed that way for about 1,200 years in Europe, there have been moral questions surrounding borrowing and lending",Default Inference,nodeset6225,115434,115441,115446,False,CL,CL,CL
316,"MT : Do you think that these companies, in their marketing departments, sit down and say to themselves, “When we’re advertising our products, we should make sure that consumers really, really, really understand what they’re getting in for”? Or do you think they sit down and think, “How can we get customers to buy our products, by putting in the shop window the most generous possible figures in the hope that they won’t understand that that’s just an offer to lure them in”?",MT : What do you think is the nature of the conversation in the marketing departments?,"these companies, in their marketing departments, sit down and say to themselves, “When we’re advertising our products, we should make sure that consumers really, really, really understand what they’re getting in for”?  / they sit down and think, “How can we get customers to buy our products, by putting in the shop window the most generous possible figures in the hope that they won’t understand that that’s just an offer to lure them in”?",xxx is the nature of the conversation in the marketing departments,Default Rephrase,nodeset6226,115448,115450,115453,False,MT,MT,MT
317,MT : What do you think is the nature of the conversation in the marketing departments?,"JL : Well, I think the main conversation is, “How do we do compliant adverts?”",xxx is the nature of the conversation in the marketing departments,"the main conversation is, “How do we do compliant adverts?”",Default Rephrase,nodeset6226,115450,30980,115463,False,MT,JL,JL
318,"JL : Well, I think the main conversation is, “How do we do compliant adverts?”",MT : In the marketing department?,"the main conversation is, “How do we do compliant adverts?”",In the marketing department,Default Rephrase,nodeset6226,30980,66345,115465,False,JL,MT,MT
319,"JL : Well, I think the main conversation is, “How do we do compliant adverts?”",JL : because credit advertising is highly regulated,"the main conversation is, “How do we do compliant adverts?”",credit advertising is highly regulated,Default Inference,nodeset6226,30980,30992,115469,False,JL,JL,JL
320,"JL : And if you get it slightly wrong you cause yourself a major problem, and you have the Office of Fair Trading on your back straight away, as is happening now with some leaders",JL : because credit advertising is highly regulated,"if you get it slightly wrong you cause yourself a major problem, and you have the Office of Fair Trading on your back straight away, as is happening now with some leaders",credit advertising is highly regulated,Default Inference,nodeset6226,30998,30992,115471,False,JL,JL,JL
321,"MB : And in particular he was rather flattering, wasn’t he Michael Portillo, about the virtue of putting off making buying decisions until you can actually afford it, which is a very old-fashioned virtue","MP : Well, and one that ought to, at least to some extent, be resurrected","he was rather flattering about the virtue of putting off making buying decisions until you can actually afford it, which is a very old-fashioned virtue","one that ought to, at least to some extent, be resurrected",RA,nodeset6227,115473,32115,115477,False,MB,MP,MP
322,"MP : And, by the way, I think they're absolutely right","MT : Yes, and I think I completely disagree",they're absolutely right,they're not absolutely right,CA,nodeset6227,32146,115488,115490,False,MP,MT,MP
323,"MT : Yes, and I think I completely disagree",JW :I am a Marxist,they're not absolutely right,JW is a Marxist,RA,nodeset6227,115488,32161,115494,True,MT,JW,JW
324,"MT : Yes, and I think I completely disagree",MT : And in this regard I think I would adopt a more kind of quasi Marxist position,they're not absolutely right,MT would adopt a more kind of quasi Marxist position,RA,nodeset6227,115488,32169,115494,True,MT,MT,MT
325,"MP : What struck me was I think three of the witnesses, coming from what I took to be different political positions, did arrive at the point that there has been an intervention here by government which is at the heart of the problem",MP : Simon Rose said we are jeopardising the savers and we are rewarding the borrowers.,"three of the witnesses, coming from what MP took to be different political positions, did arrive at the point that there has been an intervention by government which is at the heart of the problem",SR:  we are jeopardising the savers and we are rewarding the borrowers,Default Inference,nodeset6227,115479,32126,115501,True,MP,MP,MP
326,"MP : What struck me was I think three of the witnesses, coming from what I took to be different political positions, did arrive at the point that there has been an intervention here by government which is at the heart of the problem","MP : we had Jamie Whyte saying that subsidy, which is provided by government, is at the source of the problem","three of the witnesses, coming from what MP took to be different political positions, did arrive at the point that there has been an intervention by government which is at the heart of the problem","JW : subsidy, which is provided by government, is at the source of the problem",Default Inference,nodeset6227,115479,32134,115501,True,MP,MP,MP
327,"MP : What struck me was I think three of the witnesses, coming from what I took to be different political positions, did arrive at the point that there has been an intervention here by government which is at the heart of the problem",MP : Nick Dearden too was talking about interest rates being the one price that was controlled by government,"three of the witnesses, coming from what MP took to be different political positions, did arrive at the point that there has been an intervention by government which is at the heart of the problem",ND : interest rates are the one price that was controlled by government.,Default Inference,nodeset6227,115479,36022,115501,True,MP,MP,MP
328,"MP : What struck me was I think three of the witnesses, coming from what I took to be different political positions, did arrive at the point that there has been an intervention here by government which is at the heart of the problem","MP : So it’s quite striking that all three witnesses, coming from very different positions, put their finger on that","three of the witnesses, coming from what MP took to be different political positions, did arrive at the point that there has been an intervention by government which is at the heart of the problem","it’s quite striking that all three witnesses, coming from very different positions, put their finger on that",Default Rephrase,nodeset6227,115479,32140,115504,False,MP,MP,MP
329,MT : And in this regard I think I would adopt a more kind of quasi Marxist position,MT : in the sense that I think what has driven a great deal of the problems that we’ve got now is the need for capital to find new ways of making money,MT would adopt a more kind of quasi Marxist position,what has driven a great deal of the problems that we’ve got now is the need for capital to find new ways of making money,Default Inference,nodeset6227,32169,32172,115512,False,MT,MT,MT
330,"JW : Well, that’s a little odd",JW : It’s a bit like saying wearing a jumper is moral,that’s a little odd,It’s a bit like saying wearing a jumper is moral,Analogy,nodeset6228,33676,33677,115526,True,JW,JW,JW
331,"JW : Well, that’s a little odd","JW : I mean, it depends what the temperature is outside",that’s a little odd,it depends what the temperature is outside,Analogy,nodeset6228,33676,33678,115526,True,JW,JW,JW
332,"JW : So thrift, of course, is a perfectly sensible thing to do",JW : It’s a virtue,thrift is a perfectly sensible thing to do,It’s a virtue,Default Inference,nodeset6228,33679,33680,115530,False,JW,JW,JW
333,"JW : There’s no point saving money in Britain, unless you're already quite rich",JW : the value of your savings is likely to be periodically inflated away,"There’s no point saving money in Britain, unless you're already quite rich",the value of your savings is likely to be periodically inflated away,Negative Consequences,nodeset6228,33719,33720,115535,True,JW,JW,JW
334,"JW : There’s no point saving money in Britain, unless you're already quite rich",JW : It’s likely to be taxed away,"There’s no point saving money in Britain, unless you're already quite rich",It’s likely to be taxed away,Negative Consequences,nodeset6228,33719,33683,115535,True,JW,JW,JW
335,"JW : There’s no point saving money in Britain, unless you're already quite rich","JW : And you don’t need it, anyway","There’s no point saving money in Britain, unless you're already quite rich","you don’t need it, anyway",Negative Consequences,nodeset6228,33719,115515,115535,True,JW,JW,JW
336,"JW : And you don’t need it, anyway",JW : the government guarantees your welfare in old age,"you don’t need it, anyway",the government guarantees your welfare in old age,RA,nodeset6228,115515,33685,115538,False,JW,JW,JW
337,"JW : Well, that’s a little odd","JW : So thrift, of course, is a perfectly sensible thing to do",that’s a little odd,thrift is a perfectly sensible thing to do,Analogy,nodeset6228,33676,33679,115526,True,JW,JW,JW
338,"JW : Well, that’s a little odd",JW :  But it depends on the environment,that’s a little odd,it depends on the environment,Analogy,nodeset6228,33676,115514,115526,True,JW,JW,JW
339,"JW : So, for example, one of the reasons people aren’t thrifty in Britain is because they benefit from all sorts of guarantees",JW :  But it depends on the environment,one of the reasons people aren’t thrifty in Britain is because they benefit from all sorts of guarantees,it depends on the environment,Default Inference,nodeset6228,33682,115514,115549,True,JW,JW,JW
340,"JW : So, for example, one of the reasons people aren’t thrifty in Britain is because they benefit from all sorts of guarantees","JW : There’s no point saving money in Britain, unless you're already quite rich",one of the reasons people aren’t thrifty in Britain is because they benefit from all sorts of guarantees,"There’s no point saving money in Britain, unless you're already quite rich",Default Inference,nodeset6228,33682,33719,115549,True,JW,JW,JW
341,MT : 	I understand that you're prone to blame everything on governments,JW : the government guarantees your welfare in old age,JW is prone to blame everything on governments,The government guarantees your welfare in old age,Default Inference,nodeset6228,33731,33705,115551,False,MT,JW,MT
342,"JW : There’s no point saving money in Britain, unless you're already quite rich","MT : But one of the groups of people who were kind of interested in thrift and prudence were early productive capitalists, who established the capitalist system","There’s no point saving money in Britain, unless you're already quite rich","one of the groups of people who were kind of interested in thrift and prudence were early productive capitalists, who established the capitalist system",Default Conflict,nodeset6228,33719,33732,115554,False,JW,MT,MT
343,"MT : But one of the groups of people who were kind of interested in thrift and prudence were early productive capitalists, who established the capitalist system","MT : But since the rise of consumer capitalism we’ve had a very, very different kind of message","one of the groups of people who were kind of interested in thrift and prudence were early productive capitalists, who established the capitalist system","since the rise of consumer capitalism we’ve had a very, very different kind of message",Default Inference,nodeset6228,33732,115541,115556,True,MT,MT,MT
344,"MT : But one of the groups of people who were kind of interested in thrift and prudence were early productive capitalists, who established the capitalist system","MT : And isn’t the fundamental message of consumer capitalism one which says, “Forget deferred gratification. Forget endeavour. Buy it now.”","one of the groups of people who were kind of interested in thrift and prudence were early productive capitalists, who established the capitalist system","the fundamental message of consumer capitalism is one which says, “Forget deferred gratification. Forget endeavour. Buy it now.”",Default Inference,nodeset6228,33732,115542,115556,True,MT,MT,MT
345,"MT : And isn’t the fundamental message of consumer capitalism one which says, “Forget deferred gratification. Forget endeavour. Buy it now.”","MT : Isn’t buy now, pay later, the kind of core morality of consumer capitalism?","the fundamental message of consumer capitalism is one which says, “Forget deferred gratification. Forget endeavour. Buy it now.”","buy now, pay later, is the kind of core morality of consumer capitalism",Default Rephrase,nodeset6228,115542,115558,115562,False,MT,MT,MT
346,JW : You overestimate the role of ideas in these matters,"JW : I mean, here’s an amazing fact: most people put more effort into choosing the coffee shop that they buy their coffee from than which bank they put their life savings in",MT overestimates the role of ideas in these matters,most people put more effort into choosing the coffee shop that they buy their coffee from than which bank they put their life savings in,Example,nodeset6229,33761,33762,115574,True,JW,JW,JW
347,JW : You overestimate the role of ideas in these matters,JW : They’re completely negligent in this area,MT overestimates the role of ideas in these matters,They’re completely negligent in this area,Example,nodeset6229,33761,33763,115574,True,JW,JW,JW
348,JW : They’re completely negligent in this area,"MT : So, isn’t that a case of some paternalism?",They’re completely negligent in this area,that is a case of some paternalism,RA,nodeset6229,33763,115577,115580,False,JW,MT,JW
349,JW : I think you’ve got to look at the underlying economic incentives,JW : I think you overestimate that,MT has got to look at the underlying economic incentives,MT overestimates that,Default Inference,nodeset6229,33760,115564,115587,True,JW,JW,JW
350,JW : I think you’ve got to look at the underlying economic incentives,JW : I think I may be a bit of a Marxist here,MT has got to look at the underlying economic incentives,JW may be a bit of a Marxist here,Default Inference,nodeset6229,33760,115565,115587,True,JW,JW,JW
351,JW : I think you overestimate that,JW : You overestimate the role of ideas in these matters,MT overestimates that,MT overestimates the role of ideas in these matters,Default Rephrase,nodeset6229,115564,33761,115591,False,JW,JW,JW
352,JW : They’re completely negligent in this area,JW : They're negligent,They’re completely negligent in this area,They're negligent,Default Rephrase,nodeset6229,33763,33807,115597,False,JW,JW,JW
353,JW : They're negligent,JW : because their deposits are guaranteed,They're negligent,their deposits are guaranteed,Default Inference,nodeset6229,33807,115585,115600,True,JW,JW,JW
354,JW : They're negligent,JW :  It doesn’t matter which bank they put them in,They're negligent,It doesn’t matter which bank they put them in,Default Inference,nodeset6229,33807,33796,115600,True,JW,JW,JW
355,Claire : I'm trying to just avoid saying that saving is moral,"Claire :  I suppose it’s just because this is the moral maze,",Claire's trying to just avoid saying that saving is moral,this is the moral maze,RA,nodeset6812,113437,26912,131542,False,Claire,Claire,Claire
356,"Claire : So, for example, there are people who save",Claire : because they will take no responsibility for society,there are people who save,they will take no responsibility for society,RA,nodeset6812,26920,26923,131548,False,Claire,Claire,Claire
357,Claire : because they will take no responsibility for society,"Claire :  They’re stingy, I mean not everybody",they will take no responsibility for society,"They’re stingy, not everybody is stingy",RA,nodeset6812,26923,26928,131551,False,Claire,Claire,Claire
358,"Claire : And, in fact, you could say that at the moment one of the problems is that there’s not enough credit being released creatively",Claire : In the sense of I wish entrepreneurs could get the credit,you could say that at the moment one of the problems is that there’s not enough credit being released creatively,entrepreneurs could get the credit,RA,nodeset6812,26938,26941,131557,True,Claire,Claire,Claire
359,"Claire : And, in fact, you could say that at the moment one of the problems is that there’s not enough credit being released creatively",Simon  : The problem is that so much debt has been acquired that has gone towards non-productive usage,you could say that at the moment one of the problems is that there’s not enough credit being released creatively,The problem is that so much debt has been acquired that has gone towards non-productive usage,RA,nodeset6812,26938,26953,131564,False,Claire,Simon,Simon
360,"Claire : And, in fact, you could say that at the moment one of the problems is that there’s not enough credit being released creatively",Claire : I wish businesses could get the credit from the banks.,you could say that at the moment one of the problems is that there’s not enough credit being released creatively,businesses could get the credit from the banks.,RA,nodeset6812,26938,26948,131557,True,Claire,Claire,Claire
361,Claire : I'm trying to just avoid saying that saving is moral,"Claire : But I'm just saying, you can’t say saving is morally good necessarily",Claire's trying to just avoid saying that saving is moral,you can’t say saving is morally good necessarily,Default Rephrase,nodeset6812,113437,26933,131570,False,Claire,Claire,Claire
362,Simon  : The problem is that so much debt has been acquired that has gone towards non-productive usage,"Simon  : We had a boom that was fuelled by government spending and by debt, too much of which did not go to productive uses",The problem is that so much debt has been acquired that has gone towards non-productive usage,"We had a boom that was fuelled by government spending and by debt, too much of which did not go to productive uses",Default Inference,nodeset6812,26953,26958,131573,False,Simon,Simon,Simon
363,"Simon  : While we were enjoying the benefits of the boom, in the first decade of this century, manufacturing output was declining by 25%","Simon  : We had a boom that was fuelled by government spending and by debt, too much of which did not go to productive uses","While we were enjoying the benefits of the boom, in the first decade of this century, manufacturing output was declining by 25%","We had a boom that was fuelled by government spending and by debt, too much of which did not go to productive uses",Default Inference,nodeset6812,26961,26958,131576,False,Simon,Simon,Simon
364,MT : which is why I think we need social norms and regulations to discourage dangerous debt.,CF : debt is necessary for the economy,we need social norms and regulations to discourage dangerous debt.,debt is necessary for the economy,RA,nodeset6813,27127,27119,131587,True,MT,CF,MT
365,MT : which is why I think we need social norms and regulations to discourage dangerous debt.,MT : And I think borrowing can be a wise choice for individuals,we need social norms and regulations to discourage dangerous debt.,borrowing can be a wise choice for individuals,RA,nodeset6813,27127,27120,131587,True,MT,MT,MT
366,MT : which is why I think we need social norms and regulations to discourage dangerous debt.,"MT : But I also think it can be dangerous, and particularly for the most vulnerable",we need social norms and regulations to discourage dangerous debt.,"it can be dangerous, and particularly for the most vulnerable",RA,nodeset6813,27127,27121,131587,True,MT,MT,MT
367,"CF : Well, I'm definitely more in debt",CF : And I've got no savings,CF's definitely more in debt,CF's got no savings,Default Inference,nodeset6813,113623,113627,131596,False,CF,CF,CF
368,"CF : But I think in terms of the morality of this, we have to be careful of stigmatising debt and remember the creative aspect of credit","CF : Well, I'm definitely more in debt","in terms of the morality of this, we have to be careful of stigmatising debt and remember the creative aspect of credit",CF's definitely more in debt,Default Inference,nodeset6813,27095,113623,131599,False,CF,CF,CF
369,"CF : But I think in terms of the morality of this, we have to be careful of stigmatising debt and remember the creative aspect of credit","CF : I'm worried about this debate leading to the pathologising of feckless behaviour by individuals, rather than a more balanced discussion.","in terms of the morality of this, we have to be careful of stigmatising debt and remember the creative aspect of credit","CF is worried about this debate leading to the pathologising of feckless behaviour by individuals, rather than a more balanced discussion.",Default Inference,nodeset6813,27095,27096,131601,False,CF,CF,CF
370,MT : And I think borrowing can be a wise choice for individuals,"MT : But I also think it can be dangerous, and particularly for the most vulnerable",borrowing can be a wise choice for individuals,"it can be dangerous, and particularly for the most vulnerable",Default Rephrase,nodeset6813,27120,27121,131609,False,MT,MT,MT
371,"CL : Well, both sides of the transaction suffer as a result of ignoring moral hazard","CL : And if you suppress it, then in fact you're in a situation where the wealth that you look like you're generating is fool’s gold, not real wealth at all.",both sides of the transaction suffer as a result of ignoring moral hazard,"And if you suppress it, then in fact you're in a situation where the wealth that you look like you're generating is fool’s gold, not real wealth at all.",Cause To Effect,nodeset6814,34156,34158,131622,True,CL,CL,CL
372,"CL : Well, both sides of the transaction suffer as a result of ignoring moral hazard",CL : because moral hazard is a natural part of the process of lending and borrowing,both sides of the transaction suffer as a result of ignoring moral hazard,moral hazard is a natural part of the process of lending and borrowing,Cause To Effect,nodeset6814,34156,34157,131622,True,CL,CL,CL
373,CF :  But you start again with some very strict rules and a stigma.,"CF : Whereas I do feel a country can even say, “We’re going to go bankrupt. It’s humiliating. We’ll do it. We’ll start again. We’ll grow",you start again with some very strict rules and a stigma.,"a country can even say, “We’re going to go bankrupt. It’s humiliating. We’ll do it. We’ll start again. We’ll grow",Negative Consequences,nodeset6814,34182,34184,131632,False,CF,CF,CF
374,"MB : And who suffers most from the lack of moral hazard, the perceived lack of moral hazard?","Clifford : In general, society does","xxx is who suffers most from the lack of moral hazard, the perceived lack of moral hazard","In general, society does",Default Rephrase,nodeset6814,114670,34146,131635,False,MB,Clifford,Clifford
375,"MB : And who suffers most from the lack of moral hazard, the perceived lack of moral hazard?","CF : In general, society does","xxx is who suffers most from the lack of moral hazard, the perceived lack of moral hazard","In general, society does",Default Rephrase,nodeset6814,114670,34146,131635,False,MB,CF,CF
376,"MB : And who suffers most from the lack of moral hazard, the perceived lack of moral hazard?","Clifford : In general, society does","xxx is who suffers most from the lack of moral hazard, the perceived lack of moral hazard","In general, society does",Default Rephrase,nodeset6814,114670,34146,131635,False,MB,Clifford,Clifford
377,"MB : And who suffers most from the lack of moral hazard, the perceived lack of moral hazard?","CF : In general, society does","xxx is who suffers most from the lack of moral hazard, the perceived lack of moral hazard","In general, society does",Default Rephrase,nodeset6814,114670,34146,131635,False,MB,CF,CF
378,"Clifford : In general, society does","MB : Sorry, benefit or...?","In general, society does",society benefits / suffers,Default Rephrase,nodeset6814,34146,114690,131638,False,Clifford,MB,Clifford
379,"CF : In general, society does","MB : Sorry, benefit or...?","In general, society does",society benefits / suffers,Default Rephrase,nodeset6814,34146,114690,131638,False,CF,MB,CF
380,"MB : Sorry, benefit or...?","CL : Well, both sides of the transaction suffer as a result of ignoring moral hazard",society benefits / suffers,both sides of the transaction suffer as a result of ignoring moral hazard,Default Rephrase,nodeset6814,114690,34156,131640,False,MB,CL,CL
381,"CL : And if you suppress it, then in fact you're in a situation where the wealth that you look like you're generating is fool’s gold, not real wealth at all.","CF : But I think you can be in a situation where you say, “We will let you write off your debts, without incurring moral hazard. But you have to have-”","And if you suppress it, then in fact you're in a situation where the wealth that you look like you're generating is fool’s gold, not real wealth at all.","you can be in a situation where you say, “We will let you write off your debts, without incurring moral hazard.”",Default Conflict,nodeset6814,34158,34169,131643,False,CL,CF,CF
382,"CF : But I think you can be in a situation where you say, “We will let you write off your debts, without incurring moral hazard. But you have to have-”",CF : Because bankruptcy used to be shameful,"you can be in a situation where you say, “We will let you write off your debts, without incurring moral hazard.”",bankruptcy used to be shameful,Default Inference,nodeset6814,34169,114726,131649,False,CF,CF,CF
383,CF : And I do think there is something in it,CF : Otherwise you’ve got slavery.,there is something in it,Otherwise you’ve got slavery.,Default Inference,nodeset6814,114733,34179,131654,True,CF,CF,CF
384,CF : Otherwise you’ve got slavery.,"CF : I mean, if you get into debt, and you can never get out of it, that’s slavery",Otherwise you’ve got slavery.,"if you get into debt, and you can never get out of it, that’s slavery",Default Inference,nodeset6814,34179,34180,131657,False,CF,CF,CF
385,CF : And I do think there is something in it,CF : You’ve got to be able to start again.,there is something in it,You’ve got to be able to start again.,Default Inference,nodeset6814,114733,34181,131654,True,CF,CF,CF
386,CF : And I do think there is something in it,CF :  But you start again with some very strict rules and a stigma.,there is something in it,you start again with some very strict rules and a stigma.,Default Inference,nodeset6814,114733,34182,131654,True,CF,CF,CF
387,"CF : now, kind of, it’s almost as though people won’t take account of the fact they’ve got absolutely no money",CF :  and they're in debt,it’s almost as though people won’t take account of the fact they’ve got absolutely no money,they're in debt,Default Inference,nodeset6814,114744,114749,131663,True,CF,CF,CF
388,"CF : now, kind of, it’s almost as though people won’t take account of the fact they’ve got absolutely no money",CF : and they don’t want to pay it,it’s almost as though people won’t take account of the fact they’ve got absolutely no money,they don’t want to pay it,Default Inference,nodeset6814,114744,114756,131663,True,CF,CF,CF
